,time.sampled,elapsed.time.hrs,std.ref
stn1-d2-bulk-pul-3-t4,5/14/15 18:45,404.4,stdbins-gpc1-081015
stn1-d2-bulk-pul-3-t5,5/27/15 11:23,709.0333333,stdbins-gpc1-081015
stn1-d2-bulk-pul-3-t6,7/7/15 10:43,1692.366667,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t0,4/27/15 22:21,0,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t1,4/29/15 11:20,36.98333333,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t2,5/2/15 13:00,110.65,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t3,5/7/15 18:47,236.4333333,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t4,5/14/15 18:45,404.4,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t5,5/27/15 11:23,709.0333333,stdbins-gpc1-081015
stn1-d2-bulk-pul-x-t6,7/7/15 10:43,1692.366667,stdbins-gpc1-081015
stn1-d2-bulk-xyl-1-t0,4/27/15 22:21,0,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t1,4/29/15 11:20,36.98333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t2,5/2/15 13:00,110.65,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t3,5/7/15 18:47,236.4333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t4,5/14/15 18:45,404.4,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t5,5/27/15 11:23,709.0333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-1-t6,7/7/15 10:43,1692.366667,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t0,4/27/15 22:21,0,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t1,4/29/15 11:20,36.98333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t2,5/2/15 13:00,110.65,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t3,5/7/15 18:47,236.4333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t4,5/14/15 18:45,404.4,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t5,5/27/15 11:23,709.0333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-2-t6,7/7/15 10:43,1692.366667,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t0,4/27/15 22:21,0,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t1,4/29/15 11:20,36.98333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t2,5/2/15 13:00,110.65,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t3,5/7/15 18:47,236.4333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t4,5/14/15 18:45,404.4,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t5,5/27/15 11:23,709.0333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-3-t6,7/7/15 10:43,1692.366667,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t0,4/27/15 22:21,0,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t1,4/29/15 11:20,36.98333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t2,5/2/15 13:00,110.65,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t3,5/7/15 18:47,236.4333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t4,5/14/15 18:45,404.4,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t5,5/27/15 11:23,709.0333333,stdbins-gpc2-071515
stn1-d2-bulk-xyl-x-t6,7/7/15 10:43,1692.366667,stdbins-gpc2-071515
stn2-d1-bulk-ara-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-ara-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-ara-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-ara-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-ara-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-chon-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-chon-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-chon-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-chon-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-fuc-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-fuc-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-fuc-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-fuc-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-lam-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-lam-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-lam-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-lam-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-pul-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-pul-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-pul-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-pul-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-xyl-1-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-xyl-2-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-xyl-3-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t0,4/28/15 2:45,0,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t1,4/30/15 9:51,55.1,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t2,5/3/15 9:10,126.4166667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t3,5/8/15 11:37,248.8666667,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t4,5/14/15 15:35,396.8333333,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t5,5/28/15 12:39,729.9,stdbins-gpc3-082015
stn2-d1-bulk-xyl-x-t6,7/7/15 11:04,1688.316667,stdbins-gpc3-082015
stn2-d2-bulk-ara-1-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-1-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-2-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-3-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-ara-x-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-chon-1-t0,4/28/15 3:11,0,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t1,4/30/15 10:09,54.96666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t2,5/3/15 9:10,125.9833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t3,5/8/15 11:47,248.6,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t4,5/14/15 16:40,397.4833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t5,5/28/15 12:57,729.7666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-1-t6,7/7/15 11:18,1688.116667,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t0,4/28/15 3:11,0,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t1,4/30/15 10:09,54.96666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t2,5/3/15 9:10,125.9833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t3,5/8/15 11:47,248.6,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t4,5/14/15 16:40,397.4833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t5,5/28/15 12:57,729.7666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-2-t6,7/7/15 11:18,1688.116667,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t0,4/28/15 3:11,0,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t1,4/30/15 10:09,54.96666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t2,5/3/15 9:10,125.9833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t3,5/8/15 11:47,248.6,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t4,5/14/15 16:40,397.4833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t5,5/28/15 12:57,729.7666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-3-t6,7/7/15 11:18,1688.116667,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t0,4/28/15 3:11,0,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t1,4/30/15 10:09,54.96666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t2,5/3/15 9:10,125.9833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t3,5/8/15 11:47,248.6,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t4,5/14/15 16:40,397.4833333,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t5,5/28/15 12:57,729.7666667,stdbins-gpc1-081015
stn2-d2-bulk-chon-x-t6,7/7/15 11:18,1688.116667,stdbins-gpc1-081015
stn2-d2-bulk-fuc-1-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-1-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-2-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-3-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t0,4/28/15 3:11,0,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t1,4/30/15 10:09,54.96666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t2,5/3/15 9:10,125.9833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t3,5/8/15 11:47,248.6,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t4,5/14/15 16:40,397.4833333,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t5,5/28/15 12:57,729.7666667,stdbins-gpc2-071515
stn2-d2-bulk-fuc-x-t6,7/7/15 11:18,1688.116667,stdbins-gpc2-071515
stn2-d2-bulk-lam-1-t0,4/28/15 3:11,0,stdbins-gpc1-081015
stn2-d2-bulk-lam-1-t1,4/30/15 10:09,54.96666667,stdbins-gpc1-081015
stn2-d2-bulk-lam-1-t2,5/3/15 9:10,125.9833333,stdbins-gpc1-081015
stn2-d2-bulk-lam-1-t3,5/8/15 11:47,248.6,stdbins-gpc1-081015
stn2-d2-bulk-lam-1-t4,5/14/15 16:40,397.4833333,stdbins-gpc1-081015
